X,Y,Name,description,ADDRESSBLOCKHOUSENUMBER,LATITUDE,STATUS,CLEANINGSTARTDATE,ADDRESSUNITNUMBER,ADDRESSFLOORNUMBER,NO_OF_FOOD_STALLS,HYPERLINK,REGION,LONGITUDE,INFO_ON_CO_LOCATORS,NO_OF_MARKET_STALLS,AWARDED_DATE,LANDYADDRESSPOINT,CLEANINGENDDATE,PHOTOURL,DESCRIPTION2,NAME2,ADDRESSTYPE,UPGRADING_STATUS,ADDRESSBUILDINGNAME,COMPLETION_DATE,LANDXADDRESSPOINT,ADDRESSSTREETNAME,ADDRESSPOSTALCODE,DESCRIPTION_MYENV,IMPLEMENTATION_DATE,ADDRESS_MYENV,INC_CRC,FMEL_UPD_D
103.933221544751,1.32706240888967,Bedok North Street 1 Blk 216,HUP Standard Upgrading,216,1.32711995,Existing,2/9/2019,,,82,,East,103.9332962,,114,,34365.56,2/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154705733.jpg,,,I,Completed,,15/12/2008,39118.19,Bedok North Street 1,460216,"Built in 1979, the hawker centre at Blk 216 Bedok North Street 1 comprises 82 cooked food stalls and 114 market stalls. A stone's throw away from Bedok Town Centre.",,"Blk 216, Bedok North Street 1, Singapore 460216",B8E4DB8C0EDD084F,20190807094420
103.930602144469,1.33324627868937,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),HUP Standard Upgrading,511,1.33331001,Existing,9/9/2019,,,42,,East,103.930687,,83,,35049.33,9/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265166047112.jpg,,,I,Completed,,1/7/2004,38826.65,Bedok North Street 3,460511,"Built in 1979, the hawker centre at Blk 511 Bedok North Street 3 comprises 42 cooked food stalls and 83 market stalls to serve both the dining and marketing needs of residents living in the Kaki Bukit area. Be pampered by the wide selection of hawker fare!  Crowded during dinner and supper hours.",,"Blk 511, Bedok North Street 3, Singapore 460511",29D02D342CF84201,20190807094420
103.924844235398,1.33178125123252,Bedok North Street 3 Blk 538,HUP Standard Upgrading,538,1.3321000299999999,Existing,16/9/2019,,,42,,East,103.9247208,,134,,34887.31,16/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262227194623.jpg,,,I,Completed,,3/12/2000,38185.86,Bedok North Street 3,460538,"Built in 1979, the hawker centre at Blk 538 Bedok North Street 3 comprises 42 cooked food stalls and 134 market stalls. One of the popular hawker centres in the Bedok area.",,"Blk 538, Bedok North Street 3, Singapore 460538",F1A5DD5AE3EF4AF5,20190807094420
103.938732580554,1.33198706861747,Bedok North Street 4 Blk 85 (85 Fengshan Centre),HUP Standard Upgrading,85,1.33205998,Existing,2/9/2019,,,72,,East,103.9388123,,170,,34910.13,3/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267853253145.jpg,,,I,Completed,,20/12/2012,39731.49,Bedok North Street 4,460085,"A popular supper destination for night owls from all over the island.  The hawker centre features a wide array of hawker fare such as Bak Chor Mee, Porridge, BBQ Chicken Wings and Seafood, Fried Oysters etc.  Definitely a favourite haunt for the sleepless!",,"Blk 85, Bedok North Street 4, Singapore 460085",CFC780A194E19D87,20190807094420
103.91405388831,1.33315924777343,Bedok Reservoir Road Blk 630,HUP Rebuilding,630,1.33298004,Existing,23/9/2019,,,36,,East,103.9142075,,75,,35039.64,23/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155176127.jpg,,,I,Completed,,28/2/2006,36985,Bedok Reservoir Road,470630,"Located within walking distance from the Eunos Community Club, the centre is a convenient place which meets the dining and marketing needs of residents living at Bedok Reservoir Road. Upgraded in 2006, it houses 36 cooked food stalls and 75 market stalls.",,"Blk 630, Bedok Reservoir Road, Singapore 470630",BBA7FF2B0650E403,20190807094420
103.885449224256,1.32344525333847,Circuit Road Blk 89,HUP Standard Upgrading,89,1.32363999,Existing,2/9/2019,,,41,,East,103.8855209,,92,,33965.43,3/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154127554.jpg,,,I,Completed,,8/4/2009,33801.62,Circuit Road,370089,"Built in 1967, the hawker centre at Blk 89 Circuit Road comprises 40 cooked food stalls and 93 market stalls. One of the three hawker centres serving the residents living in the vicinity of Circuit Road.",,"Blk 89, Circuit Road, Singapore 370089",4EDE2CCEE7E0E06E,20190807094420
103.792773765463,1.30811775909823,Holland Drive Blk 44 (Holland Drive Market and Food Centre),HUP Standard Upgrading,44,1.30818999,Existing,16/9/2019,,,45,,West,103.7928391,,61,,32270.57,17/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849222112.jpg,,,I,Completed,,31/3/2014,23487.74,Holland Drive,270044,"One of the last hawker centres to be built, Blk 44 Holland Drive has been serving the needs of residents since 1999. The two-storey hawker centre houses a market at the lower level and a food centre on the upper level. Conveniently located within walking distance from the Buona Vista MRT station.",,"Blk 44, Holland Drive, Singapore 270044",A15ED2B9FF6DBB28,20190807094420
103.849513484035,1.3384747524617,Toa Payoh Lorong 4 Blk 93,HUP Standard Upgrading,93,1.33853996,Existing,30/9/2019,,,28,,Central,103.8495712,,32,,35627.26,30/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154305312.jpg,,,I,Completed,,20/7/2009,29802.32,Lorong 4 Toa Payoh,310093,"Built in 1967, the hawker centre at Blk 93 Lorong 4 Toa Payoh comprises 28 cooked food stalls and 32 market stalls. Originally a double-storey building, the centre was converted to a single-storey one after upgrading in 2009.",,"Blk 93, Lorong 4 Toa Payoh, Singapore 310093",8ED7D8173B72202D,20190807094420
103.857036007166,1.33523145909678,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),HUP Reconfiguration,22,1.3352899599999999,Existing,16/9/2019,,,61,,Central,103.8570633,,59,,35268.64,17/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168256123.jpg,,,I,Completed,,16/7/2004,30639.5,Lorong 7 Toa Payoh,310022,"Built in 1970, the hawker centre at Blk 22 Lorong 7 Toa Payoh serves the Kim Keat residents and nearby industrial parks. There are 61 cooked food stalls and 59 market stalls in the hawker centre.  Be pampered by delicious hawker fare such as Oyster Omelette, Fishball Noodles, Zi Char etc!",,"Blk 22, Lorong 7 Toa Payoh, Singapore 310022",E43A2111E0F573A9,20190807094420
103.854395279214,1.3402608349586,Toa Payoh Lorong 8 Blk 210,HUP Standard Upgrading,210,1.34033001,Existing,14/1/2019,,,80,,Central,103.8544617,,77,,35824.76,15/1/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267876959422.jpg,,,I,Completed,,30/9/2011,30345.61,Lorong 8 Toa Payoh,310210,"Built in 1974, this hawker centre houses 80 cooked food stalls and 77 market stalls. One of the largest hawker centres in the Toa Payoh vicinity.",,"Blk 210, Lorong 8 Toa Payoh, Singapore 310210",AD6CE850D1905C02,20190807094420
103.871620273635,1.31502804429519,Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),HUP Standard Upgrading,17,1.31508994,Existing,2/9/2019,,,84,,Central,103.8716812,,60,,33034.67,3/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262226056435.jpg,,,I,Completed,,13/1/2009,32262.61,Upper Boon Keng Road,380017,"Upgraded in 2009, the hawker centre at Blk 17 Upper Boon Keng comprises 84 cooked food stalls and 60 market stalls. The hawker centre serves the nearby residential and industrial estates.",,"Blk 17, Upper Boon Keng Road, Singapore 380017",5A26A7ACB2FE786B,20190807094420
103.845818885585,1.28524640047048,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market),HUP Reconfiguration,531A,1.28446996,Existing,30/9/2019,,,103,,Central,103.8458633,,40,,29741.54,1/10/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267878882405.jpg,,,,Completed,,9/3/2011,29391.18,Upper Cross Street,051531,"Also known as Hong Lim Food Centre, the hawker centre is famous for dishes such as Bak Ku Teh, Crayfish Hor Fun, Curry Chicken Noodles, Fish Head Bee Hoon etc. Expect to see long queues at different stalls, especially during lunch hours. Apart from the 103 cooked food stalls, the hawker centre also has 40 market stalls to serve the needs of the residents in the vicinity.",,"Blk 531A, Upper Cross Street, Singapore 051531",A60693930E213877,20190807094420
103.93501674725,1.30668431820832,East Coast Lagoon Food Village,HUP Rebuilding,1220,1.30772996,Existing,22/7/2019,,,63,,East,103.9343033,,0,,32112.260000000002,22/7/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155504536.jpg,,,I,Completed,,10/12/2003,39318.07,East Coast Parkway,468960,"Located in the south-eastern part of Singapore, the East Coast Lagoon Food Village offers a tropical resort ambience by the sea and a wide variety of local hawker food at reasonable prices. It is a favourite haunt among sports enthusiasts and families who wish to enjoy a sumptuous meal by the sea. Popular dishes include Satay, BBQ Seafood and Chicken Wings, Zi Char, Wan Ton Noodles, Satay Bee Hoon, Beef Noodles etc.  Rated as one of the food paradises in Singapore!",,"1220, East Coast Parkway, Singapore 468960",1D6E51B4B1017A7F,20190625150818
103.885043500019,1.32644992167231,Circuit Road Blk 79/79A,HUP Standard Upgrading,79/79A,1.32666004,Existing,16/9/2019,,,106,,East,103.8851166,,0,,34297.67,18/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1280824598.jpg,,,I,Completed,,11/5/2010,33756.46,Circuit Road,370079,"Built in 1971, the hawker centre is sited beside the Pelton Canal in Paya Lebar. One of the three hawker centres at Ciruit Road, the centre comprises 106 cooked food stalls. After upgrading in 2010, a new outdoor refreshment area has been added to provide a unique alfresco dining experience to patrons.",,"Blk 79/79A, Circuit Road, Singapore 370079/371079",B1F15E00A7655207,20190913100918
103.71844754363,1.34964224318434,Jurong West Street 52 Blk 505,HUP Standard Upgrading,505,1.34969997,Existing,8/7/2019,,,60,,West,103.7184601,,130,,36862.4,9/7/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155040710.jpg,,,I,Completed,,2/1/2009,15216.130000000001,Jurong West Street 52,640505,"The hawker centre at Blk 505 Jurong West Street 52 was built in 1985.  Located in the heart of the Jurong West estate, the centre serves patrons from the nearby residential flats and schools.  Last upgraded in 2009, the centre comprises a total of 190 stalls - 60 cooked food and 130 market stalls.",,"Blk 505, Jurong West Street 52, Singapore 640505",0AE38DCCA0749FDE,20190625150818
103.863891012338,1.30576537802761,North Bridge Road Market,HUP Reconfiguration,861,1.3058470500000001,Existing,22/7/2019,,,37,,Central,103.8638611,,82,,32010.440000000002,24/7/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155297184.jpg,,,I,Completed,,17/10/2005,31402.43,North Bridge Road,198783,Originally built in 1973 as a two-storey building. North Bridge Road Market was converted into a single-storey hawker centre after its upgrading in 2005. The centre now comprises 37 cooked food stalls and 82 market stalls.,,"861, North Bridge Road, Singapore 198783",3B33AC4C27EF9F47,20190625150818
103.822049361292,1.28550478314618,Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre),HUP Standard Upgrading,115,1.28524005,Existing,10/6/2019,,,84,,West,103.8223724,,167,,29770.11,11/6/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267851251303.jpg,,,I,Completed,,28/2/2012,26745.83,Bukit Merah View,151115,"Built in 1973, the hawker centre comprises 84 cooked food stalls and 167 market produce stalls. Located in Henderson area and near to office buildings, schools and residential flats, it is one of the largest hawker centres in Bukit Merah.",,"Blk 115, Bukit Merah View, Singapore 151115",7A2BDBF58E7E5463,20190430104717
103.839562687644,1.31189235691652,Newton Food Centre,HUP Standard Upgrading,500,1.3122249799999999,Existing,21/8/2019,,,83,,Central,103.8397293,,0,,32687.91,23/8/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155777485.jpg,,,I,Completed,,12/6/2006,28694.91,Clemenceau Ave North,229495,"Popular with both locals and tourists alike.  Often rated by foodies as one of the best hawker centres in Singapore, Newton Food Centre is well known for dishes like BBQ Seafood, Hokkien Mee, Po Piah, Satay, Fried Carrot Cake etc.  Extremely crowded during dinner and supper time, this is definitely a hawker centre that you must visit!  Located in the Cairnhill / Newton area and a stone's throw away from Newton MRT.",,"500, Clemenceau Ave North, Singapore 229495",A3E978495046EE4E,20190719092119
103.844747581861,1.42501763803265,Yishun Park Hawker Centre,New Centre,51,1.424911,Existing (new),2/9/2019,,,45,,Central,103.844992,,0,23/10/2015,45196.73,4/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/yishun-hawker-centre.jpg,,,,,Yishun Park Hawker Centre,2017,29271.88,Yishun Avenue 11,768867,"Built in 2017, the hawker centre at Yishun Park consists of 45 cooked food stalls and allows patrons of all ages to enjoy affordable food in a pleasant dining environment.  The centre features natural ventilation, family-friendly features, such as child-friendly toilet facilities and family-friendly seating, and built-in tray-return facilities at accessible locations.",25/11/2015,"Blk 51, Yishun Avenue 11, Singapore 768867",2676B65945A7FE61,20190807094420
103.828537609942,1.43144768831222,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),HUP Standard Upgrading,104/105,1.43165803,Existing,2/9/2019,,,56,,North,103.8280716,,123,,45907.73,4/9/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267438077554.jpg,,,I,Completed,,4/8/2003,27467.95,Yishun Ring Road,760104,"Built in 1984, the hawker centre comprises 56 cooked food stalls and 123 market stalls. Residents of Chong Pang patronise the centre for its wide selection of local cuisines.",,"Blk 104/105, Yishun Ring Road, Singapore 760104/760105",A75CB1D599C74E62,20190807094420
103.848254220438,1.36410517096399,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),HUP Rebuilding,341,1.36416996,Existing,5/8/2019,,,32,,North,103.84832,,86,,38461.340000000004,6/8/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1275538105392.jpg,,,I,Completed,,1/3/2002,29662.16,Ang Mo Kio Ave 1,560341,"Located in the heart of Teck Ghee estate and opposite Bishan Park, the 32 cooked food stalls and 86 market stalls within the hawker centre remain a popular choice among patrons despite the availability of alternative marketing and dining facilities nearby.  Popular local dishes are whipped up daily to satisfy patrons' desires for good food!",,"Blk 341, Ang Mo Kio Ave 1, Singapore 560341",07D7927B19949F8E,20190719092119
103.856351437414,1.36824049310006,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),HUP Standard Upgrading,453A,1.3682999599999999,Existing,19/8/2019,,,38,,North,103.8564377,,184,,38918.61,20/8/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259902043777.jpg,,,I,Completed,,1/1/2002,30563.28,Ang Mo Kio Ave 10,561453,"Built in 1979, the hawker centre at Blk 453A Ang Mo Kio Ave 10 consists of 38 cooked food stalls and 184 market stalls.",,"Blk 453A, Ang Mo Kio Ave 10, Singapore 561453",D0070B6711D2130F,20190719092119
103.846519219268,1.37219743270044,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),HUP Reconfiguration,724,1.37204003,Existing,26/8/2019,,,45,,North,103.8464966,,78,,39356.14,27/8/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155216756.jpg,,,I,Completed,,2/1/2008,29469.07,Ang Mo Kio Ave 6,560724,"Located conveniently in the heart of the bustling Ang Mo Kio Town Centre, the hawker centre is always packed with patrons, especially during the weekends.  Be prepared to queue for your favourite food at popular stalls!",,"Blk 724, Ang Mo Kio Ave 6, Singapore 560724",8285869DC0E5396D,20190719092119
103.764510533078,1.31326486994113,Clementi Ave 3 Blk 448,HUP Standard Upgrading,448,1.31334996,Existing,5/8/2019,,,51,,West,103.7645874,,105,,32839.78,6/8/2019,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267848308255.jpg,,,I,Completed,,29/10/2010,20342.32,Clementi Ave 3,120448,"Located in the town centre of Clementi, the hawker centre at Blk 448 Clementi Ave 3 is within walking distance from Clementi MRT station and the bus interchange. Good food offerings and its strategic location make the centre popular with diners.",,"Blk 448, Clementi Ave 3, Singapore 120448",FDAC6B274679191B,20190719092119
